id,nomor_peraturan,judul,tahun,no,definisi,singkatan,heading,keywords
30-pmk.03-2014,30/PMK.03/2014,Pajak Pertambahan Nilai atas Penyerahan Emas Perhiasan,2014,30,"['Undang-Undang Pajak Pertambahan Nilai', 'Pengusaha', 'Pengusaha Kena Pajak', 'Faktur Pajak', 'Pajak Masukan', 'Dasar Pengenaan Pajak', 'Nilai Lain', 'Emas Perhiasan', 'Menghasilkan']",[],[],"['Undang-Undang Pajak Pertambahan Nilai', 'Pengusaha', 'Pengusaha Kena Pajak', 'Faktur Pajak', 'Pajak Masukan', 'Dasar Pengenaan Pajak', 'Nilai Lain', 'Emas Perhiasan', 'Menghasilkan']"
perpres-7-tahun-2005,PERPRES 7 TAHUN 2005,Rencana Pembangunan Jangka Menengah Nasional Tahun 2004 - 2009,2005,7,"['Rencana Pembangunan Jangka Menengah Nasional Tahun 2004- 2009', 'Rencana Pembangunan Jangka Menengah Kementerian/ Lembaga Tahun 2004-2009', 'Rencana Pembangunan Jangka Menengah Daerah Tahun 2004- 2009', 'Menteri']","['RPJM Nasional', 'Rencana Strategis Kementerian/Lembaga', 'RPJM Daerah']",[],"['Rencana Pembangunan Jangka Menengah Nasional Tahun 2004- 2009', 'Rencana Pembangunan Jangka Menengah Kementerian/ Lembaga Tahun 2004-2009', 'Rencana Pembangunan Jangka Menengah Daerah Tahun 2004- 2009', 'Menteri']"
69-pmk.04-2012,69/PMK.04/2012,Pembebasan Bea Masuk dan/atau Cukai atas Impor Barang Kiriman Hadiah/Hibah untuk Kepentingan Penanggulangan Bencana Alam,2012,69,"['Undang-Undang Kepabeanan', 'Badan Nasional Penanggulangan Bencana', 'Badan Penanggulangan Bencana Daerah', 'Bencana Alam', 'Tanggap Darurat Bencana', 'Rehabilitasi', 'Rekonstruksi', 'Logistik', 'Peralatan', 'Kantor Pabean', 'Menteri', 'Direktur Jenderal', 'Pejabat Bea dan Cukai']",[],"['KETENTUAN UMUM', 'PEMBEBASAN BEA MASUK DAN/ATAU CUKAI', 'PENGELUARAN BARANG IMPOR UNTUK DIPAKAI DENGAN MENGGUNAKAN JAMINAN ( VOORUITSLAG', 'PEMBERITAHUAN PABEAN IMPOR', 'PENYELESAIAN KEWAJIBAN PABEAN', 'PENGAWASAN', 'KETENTUAN PENUTUP', 'Barang Kiriman Hadiah/Hibah yang Mendapat Pembebasan Bea Masuk dan/atau Cukai', 'Subjek yang Mendapat Pembebasan Bea Masuk dan/atau Cukai', 'Pengajuan Pembebasan Bea Masuk dan/atau Cukai', 'Jaminan', 'Pengajuan Pengeluaran Barang Impor Untuk Dipakai Dengan Menggunakan Jaminan ( Vooruitslag', 'Pemindahtanganan', 'Pemusnahan', 'Ekspor']","['Undang-Undang Kepabeanan', 'Badan Nasional Penanggulangan Bencana', 'Badan Penanggulangan Bencana Daerah', 'Bencana Alam', 'Tanggap Darurat Bencana', 'Rehabilitasi', 'Rekonstruksi', 'Logistik', 'Peralatan', 'Kantor Pabean', 'Menteri', 'Direktur Jenderal', 'Pejabat Bea dan Cukai', 'PEMBEBASAN BEA MASUK DAN/ATAU CUKAI', 'PENGELUARAN BARANG IMPOR UNTUK DIPAKAI DENGAN MENGGUNAKAN JAMINAN ( VOORUITSLAG', 'PEMBERITAHUAN PABEAN IMPOR', 'PENYELESAIAN KEWAJIBAN PABEAN', 'PENGAWASAN', 'Barang Kiriman Hadiah/Hibah yang Mendapat Pembebasan Bea Masuk dan/atau Cukai', 'Subjek yang Mendapat Pembebasan Bea Masuk dan/atau Cukai', 'Pengajuan Pembebasan Bea Masuk dan/atau Cukai', 'Jaminan', 'Pengajuan Pengeluaran Barang Impor Untuk Dipakai Dengan Menggunakan Jaminan ( Vooruitslag', 'Pemindahtanganan', 'Pemusnahan', 'Ekspor']"
118-pmk.04-2013,118/PMK.04/2013,Tata Laksana Impor Barang Dari Northern Territory Australia Ke Daerah Pabean Indonesia Selain Pulau Jawa dan Sumatera,2013,118,"['Undang-Undang Kepabeanan', 'Daerah Pabean', 'Daerah Pabean Indonesia Selain Pulau Jawa dan Sumatera', 'Darwin', 'Importir', 'Pejabat Bea dan Cukai', 'Pemeriksaan Pendahuluan', 'Customs Pre-Inspection Report']",[],[],"['Undang-Undang Kepabeanan', 'Daerah Pabean', 'Daerah Pabean Indonesia Selain Pulau Jawa dan Sumatera', 'Darwin', 'Importir', 'Pejabat Bea dan Cukai', 'Pemeriksaan Pendahuluan', 'Customs Pre-Inspection Report']"
136-pmk.03-2011,136/PMK.03/2011,Pengenaan Pajak Penghasilan untuk Kegiatan Usaha Perbankan Syariah,2011,136,"['Undang-Undang Pajak Penghasilan', 'Perbankan Syariah', 'Simpanan', 'Prinsip Syariah', 'Nasabah Investor', 'Nasabah Penyimpan', 'Nasabah Penerima Fasilitas']",[],[],"['Undang-Undang Pajak Penghasilan', 'Perbankan Syariah', 'Simpanan', 'Prinsip Syariah', 'Nasabah Investor', 'Nasabah Penyimpan', 'Nasabah Penerima Fasilitas']"
pp-53-tahun-2008,PP 53 TAHUN 2008,Jenis dan Tarif atas Jenis Penerimaan Negara Bukan Pajak yang Berlaku pada Makamah Agung dan Badan Peradilan yang Berada di Bawahnya,2008,53,['Tarif atas Jenis Penerimaan Negara Bukan Pajak'],[],[],['Tarif atas Jenis Penerimaan Negara Bukan Pajak']
66-pmk.011-2012,66/PMK.011/2012,"Sasaran Inflasi Tahun 2013, 2014, dan 2015",2012,66,"['Sasaran Inflasi', 'Inflasi Indeks Harga Konsumen ( headline inflation']",['Inflasi IHK'],[],"['Sasaran Inflasi', 'Inflasi Indeks Harga Konsumen ( headline inflation']"
81-pmk.07-2014,81/PMK.07/2014,Perkiraan Alokasi Tambahan Dana Bagi Hasil Sumber Daya Alam Pertambangan Minyak Bumi dan Gas Bumi untuk Provinsi Aceh Tahun Anggaran 2014,2014,81,['Perkiraan alokasi tambahan Dana Bagi Hasil Sumber Daya Alam Pertambangan Minyak Bumi dan Gas Bumi untuk Provinsi Aceh Tahun Anggaran 2014'],[],[],['Perkiraan alokasi tambahan Dana Bagi Hasil Sumber Daya Alam Pertambangan Minyak Bumi dan Gas Bumi untuk Provinsi Aceh Tahun Anggaran 2014']
71-pmk.02-2013,71/PMK.02/2013,"Pedoman Standar Biaya, Standar Struktur Biaya, dan Indeksasi dalam Penyusunan Rencana Kerja dan Anggaran Kementerian Negara/Lembaga",2013,71,['Rencana Kerja dan Anggaran Kementerian Negara/Lembaga'],[],"['KETENTUAN UMUM', 'STANDAR BIAYA', 'STANDAR STRUKTUR BIAYA DAN INDEKSASI', 'KETENTUAN PENUTUP', 'Umum', 'Standar Biaya Masukan', 'Standar Biaya Keluaran']","['Rencana Kerja dan Anggaran Kementerian Negara/Lembaga', 'STANDAR BIAYA', 'STANDAR STRUKTUR BIAYA DAN INDEKSASI', 'Umum', 'Standar Biaya Masukan', 'Standar Biaya Keluaran']"
241-pmk.01-2015,241/PMK.01/2015,Mekanisme Penetapan Jabatan dan Peringkat Bagi Pelaksana di Lingkungan Kementerian Keuangan,2015,241,"['Pelaksana', 'Pelaksana Umum', 'Pelaksana Khusus', 'Kompetensi Teknis Pelaksana', 'Pejabat Penilai', 'Tugas Belajar', 'Pelaksana Tugas Belajar', 'Ujian Penyesuaian Kenaikan Pangkat', 'Unit Kerja', 'Formasi Jabatan', 'Nilai Prestasi Kerja PNS', 'Nilai Kinerja Organisasi', 'Nilai Evaluasi Pelaksana', 'Masa Kerja']",['Kompetensi Teknis'],"['KETENTUAN UMUM', 'PENETAPAN JABATAN DAN PERINGKAT BAGI PELAKSANA BagianKesatu DasarPenetapanJabatandanPeringkatPelaksana', 'EVALUASI PELAKSANA DALAM JABATAN DAN PERINGKAT BagianKesatu Prinsip, Dasar, danKewenanganEvaluasi PelaksanaUmumdanPelaksanaKhusus', 'PENILAIAN PELAKSANA DALAM JABATAN DAN PERINGKAT BagianKesatu PejabatPenilai', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP', 'Pelaksanaan Pekerjaan berdasarkan Penetapan Jabatan dan Peringkat bagi Pelaksana', 'Evaluasi Pelaksana Khusus', 'Kenaikan Jabatan dan Peringkat bagi Pelaksana Umum dan Pelaksana Khusus', 'Penurunan Jabatan dan Peringkat bagi Pelaksana Umum', 'Tetap dalam Jabatan dan Peringkat bagi Pelaksana Umum dan Pelaksana Khusus', 'Penilaian bagi Pelaksana Tugas Belajar', 'Penilaian bagi Pelaksana Umum yang Memperoleh Kenaikan Pangkat karena Lulus UPKP atau Lulus Tugas Belajar', 'Pelaksanaan Sidang Penilaian', 'Pejabat yang Berwenang Menetapkan Jabatan dan Peringkat bagi Pelaksana', 'Penetapan Jabatan dan Peringkat bagi Pelaksana']","['Pelaksana', 'Pelaksana Umum', 'Pelaksana Khusus', 'Kompetensi Teknis Pelaksana', 'Pejabat Penilai', 'Tugas Belajar', 'Pelaksana Tugas Belajar', 'Ujian Penyesuaian Kenaikan Pangkat', 'Unit Kerja', 'Formasi Jabatan', 'Nilai Prestasi Kerja PNS', 'Nilai Kinerja Organisasi', 'Nilai Evaluasi Pelaksana', 'Masa Kerja', 'PENETAPAN JABATAN DAN PERINGKAT BAGI PELAKSANA BagianKesatu DasarPenetapanJabatandanPeringkatPelaksana', 'EVALUASI PELAKSANA DALAM JABATAN DAN PERINGKAT BagianKesatu Prinsip, Dasar, danKewenanganEvaluasi PelaksanaUmumdanPelaksanaKhusus', 'PENILAIAN PELAKSANA DALAM JABATAN DAN PERINGKAT BagianKesatu PejabatPenilai', 'Pelaksanaan Pekerjaan berdasarkan Penetapan Jabatan dan Peringkat bagi Pelaksana', 'Evaluasi Pelaksana Khusus', 'Kenaikan Jabatan dan Peringkat bagi Pelaksana Umum dan Pelaksana Khusus', 'Penurunan Jabatan dan Peringkat bagi Pelaksana Umum', 'Tetap dalam Jabatan dan Peringkat bagi Pelaksana Umum dan Pelaksana Khusus', 'Penilaian bagi Pelaksana Tugas Belajar', 'Penilaian bagi Pelaksana Umum yang Memperoleh Kenaikan Pangkat karena Lulus UPKP atau Lulus Tugas Belajar', 'Pelaksanaan Sidang Penilaian', 'Pejabat yang Berwenang Menetapkan Jabatan dan Peringkat bagi Pelaksana', 'Penetapan Jabatan dan Peringkat bagi Pelaksana']"
pp-49-tahun-2017,PP 49 TAHUN 2017,Surplus dan Tingkat Likuiditas Lembaga Penjamin Simpanan Serta Pinjaman Dari Pemerintah Kepada Lembaga Penjamin Simpanan,2017,49,"['Lembaga Penjamin Simpanan', 'Cadangan Tujuan', 'Cadangan Penjaminan', 'Anggaran Pendapatan dan Belanja Negara', 'Bank', 'Surat Berharga Negara', 'Penerimaan Negara Bukan Pajak', 'Pemerintah Pusat', 'Menteri Keuangan', 'Ketua Dewan Komisioner Lembaga Penjamin Simpanan']","['Pemerintah', 'Menteri']","['KETENTUAN UMUM', 'SURPLUS LEMBAGA PENJAMIN SIMPANAN', 'TINGKAT LIKUIDITAS LEMBAGA PENJAMIN SIMPANAN', 'PINJAMAN DARI PEMERINTAH KEPADA LEMBAGA PENJAMIN SIMPANAN', 'KETENTUAN PENUTUP', 'Permohonan, Penilaian, dan Persetujuan Pemberian Pinjaman', 'Penganggaran', 'Pemberian Pinjaman, Pencairan Pinjaman, dan Pertanggungjawaban Pinjaman', 'Pemberian Pinjaman', 'Pencairan Pinjaman', 'Pertanggungjawaban Pinjaman']","['Lembaga Penjamin Simpanan', 'Cadangan Tujuan', 'Cadangan Penjaminan', 'Anggaran Pendapatan dan Belanja Negara', 'Bank', 'Surat Berharga Negara', 'Penerimaan Negara Bukan Pajak', 'Pemerintah Pusat', 'Menteri Keuangan', 'Ketua Dewan Komisioner Lembaga Penjamin Simpanan', 'SURPLUS LEMBAGA PENJAMIN SIMPANAN', 'TINGKAT LIKUIDITAS LEMBAGA PENJAMIN SIMPANAN', 'PINJAMAN DARI PEMERINTAH KEPADA LEMBAGA PENJAMIN SIMPANAN', 'Permohonan, Penilaian, dan Persetujuan Pemberian Pinjaman', 'Penganggaran', 'Pemberian Pinjaman, Pencairan Pinjaman, dan Pertanggungjawaban Pinjaman', 'Pemberian Pinjaman', 'Pencairan Pinjaman', 'Pertanggungjawaban Pinjaman']"
97-pmk.09-2018,97/PMK.09/2018,Petunjuk Pelaksanaan Pemeriksaan Pelanggaran Disiplin dan Penjatuhan Hukuman Disiplin Pegawai Negeri Sipil di Lingkungan Kementerian Keuangan,2018,97,"['Pegawai Negeri Sipil', 'Pegawai', 'Pemeriksaan Pelanggaran Disiplin', 'Penjatuhan Hukuman Disiplin', 'Tim Pemeriksa', 'Atasan Langsung', 'Pejabat yang Lebih Tinggi', 'Unsur Pengawasan', 'Unsur Kepegawaian', 'Pejabat Lain yang Ditunjuk', 'Pejabat yang Berwenang Menghukum', 'Laporan Kewenangan Penjatuhan Hukuman Disiplin', 'Audit Investigasi', 'Laporan Hasil Audit Investigasi', 'Laporan Hasil Pengumpulan Data dan Informasi', 'Rekomendasi']",['Laporan UKI'],"['KETENTUAN UMUM', 'PELAKSANAAN PEMERIKSAAN PELANGGARAN DISIPLIN', 'PELAKSANAAN PENJATUHAN HUKUMAN DISIPLIN', 'PEMANTAUAN, EVALUASI, DAN PENYEDIAAN DATA PENANGANAN PELANGGARAN DISIPLIN', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP', 'Prinsip Dasar Pemeriksaan Pelanggaran Disiplin', 'Tim Pemeriksa', 'Persiapan Pemeriksaan Pelanggaran Disiplin', 'Pelaksanaan Pemanggilan', 'Pelaksanaan Pemeriksaan', 'Pemantauan dan Evaluasi', 'Internal pada Instansi Pusat melakukan pemantauan dan evaluasi terhadap: a. tindak lanjut atas Rekomendasi', 'Komunikasi Hasil Pemantauan dan Evaluasi']","['Pegawai Negeri Sipil', 'Pegawai', 'Pemeriksaan Pelanggaran Disiplin', 'Penjatuhan Hukuman Disiplin', 'Tim Pemeriksa', 'Atasan Langsung', 'Pejabat yang Lebih Tinggi', 'Unsur Pengawasan', 'Unsur Kepegawaian', 'Pejabat Lain yang Ditunjuk', 'Pejabat yang Berwenang Menghukum', 'Laporan Kewenangan Penjatuhan Hukuman Disiplin', 'Audit Investigasi', 'Laporan Hasil Audit Investigasi', 'Laporan Hasil Pengumpulan Data dan Informasi', 'Rekomendasi', 'PELAKSANAAN PEMERIKSAAN PELANGGARAN DISIPLIN', 'PELAKSANAAN PENJATUHAN HUKUMAN DISIPLIN', 'PEMANTAUAN, EVALUASI, DAN PENYEDIAAN DATA PENANGANAN PELANGGARAN DISIPLIN', 'Prinsip Dasar Pemeriksaan Pelanggaran Disiplin', 'Tim Pemeriksa', 'Persiapan Pemeriksaan Pelanggaran Disiplin', 'Pelaksanaan Pemanggilan', 'Pelaksanaan Pemeriksaan', 'Pemantauan dan Evaluasi', 'Internal pada Instansi Pusat melakukan pemantauan dan evaluasi terhadap: a. tindak lanjut atas Rekomendasi', 'Komunikasi Hasil Pemantauan dan Evaluasi']"
pp-1-tahun-2012,PP 1 TAHUN 2012,"Pelaksanaan Undang-Undang Nomor 8 Tahun 1983 tentang Pajak Pertambahan Nilai Barang dan Jasa dan Pajak Penjualan atas Barang Mewah (Lembaran Negara Republik Indonesia Tahun 1983 Nomor 51, Tambahan Lembaran Negara Republik Indonesia Nomor 3264) Sebagaimana Telah Beberapa Kali Diubah Terakhir dengan Undang-Undang Nomor 42 Tahun 2009 tentang Perubahan Ketiga atas Undang-Undang Nomor 8 Tahun 1983 tentang Pajak Pertambahan Nilai Barang dan Jasa dan Pajak Penjualan atas Barang Mewah",2012,1,"['Undang-Undang Pajak Pertambahan Nilai', 'Pengusaha', 'Pengusaha Kena Pajak', 'Harga Jual', 'Penggantian', 'Faktur Pajak', 'Pajak Masukan']",[],"['KETENTUAN UMUM', 'PENGUKUHAN PENGUSAHA KENA PAJAK', 'BARANG KENA PAJAK DAN JASA KENA PAJAK', 'DASAR PENGENAAN PAJAK', 'PENGHITUNGAN PAJAK PERTAMBAHAN NILAI ATAU PAJAK PERTAMBAHAN NILAI DAN PAJAK PENJUALAN ATAS BARANG MEWAH', 'PENGKREDITAN PAJAK MASUKAN', 'SAAT DAN TEMPAT TERUTANG PAJAK PERTAMBAHAN NILAI ATAU PAJAK PERTAMBAHAN NILAI DAN PAJAK PENJUALAN ATAS BARANG MEWAH', 'FAKTUR PAJAK', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP']","['Undang-Undang Pajak Pertambahan Nilai', 'Pengusaha', 'Pengusaha Kena Pajak', 'Harga Jual', 'Penggantian', 'Faktur Pajak', 'Pajak Masukan', 'PENGUKUHAN PENGUSAHA KENA PAJAK', 'BARANG KENA PAJAK DAN JASA KENA PAJAK', 'DASAR PENGENAAN PAJAK', 'PENGHITUNGAN PAJAK PERTAMBAHAN NILAI ATAU PAJAK PERTAMBAHAN NILAI DAN PAJAK PENJUALAN ATAS BARANG MEWAH', 'PENGKREDITAN PAJAK MASUKAN', 'SAAT DAN TEMPAT TERUTANG PAJAK PERTAMBAHAN NILAI ATAU PAJAK PERTAMBAHAN NILAI DAN PAJAK PENJUALAN ATAS BARANG MEWAH', 'FAKTUR PAJAK']"
pp-29-tahun-2009,PP 29 TAHUN 2009,"Tata Cara Penentuan Jumlah, Pembayaran, dan Penyetoran Penerimaan Negara Bukan Pajak yang Terutang",2009,29,"['Penerimaan Negara Bukan Pajak', 'Menteri', 'Instansi Pemerintah', 'Pimpinan Instansi Pemerintah', 'Pejabat Instansi Pemerintah', 'Wajib Bayar', 'Penerimaan Negara Bukan Pajak yang Terutang']",[],"['KETENTUAN UMUM', 'PENENTUAN JUMLAH PENERIMAAN NEGARA BUKAN PAJAK YANG TERUTANG', 'PEMBAYARAN PENERIMAAN NEGARA BUKAN PAJAK YANG TERUTANG', 'PENAGIHAN, PEMUNGUTAN, DAN PENYETORAN PENERIMAAN NEGARA BUKAN PAJAK YANG TERUTANG']","['Penerimaan Negara Bukan Pajak', 'Menteri', 'Instansi Pemerintah', 'Pimpinan Instansi Pemerintah', 'Pejabat Instansi Pemerintah', 'Wajib Bayar', 'Penerimaan Negara Bukan Pajak yang Terutang', 'PENENTUAN JUMLAH PENERIMAAN NEGARA BUKAN PAJAK YANG TERUTANG', 'PEMBAYARAN PENERIMAAN NEGARA BUKAN PAJAK YANG TERUTANG', 'PENAGIHAN, PEMUNGUTAN, DAN PENYETORAN PENERIMAAN NEGARA BUKAN PAJAK YANG TERUTANG']"
189-pmk.05-2018,189/PMK.05/2018,Sistem Statistik Keuangan Pemerintah Umum,2018,189,"['Sistem Statistik Keuangan Pemerintah Umum', 'Pemerintah Umum', 'Laporan Statistik Keuangan Pemerintah Umum Tingkat Wilayah', 'Laporan Statistik Keuangan Pemerintah Umum Nasional', 'Kantor Wilayah Direktorat Jenderal Perbendaharaan', 'Direktorat Akuntansi dan Pelaporan Keuangan', 'Sistem Informasi Keuangan Daerah', 'Verifikasi Data dan Informasi Keuangan', 'Direktorat Evaluasi Pengelolaan dan Informasi Keuangan Daerah', 'Rekonsiliasi', 'Bagan Akun Standar', 'Mapping', 'Laporan Keuangan Pemerintah Pusat Tingkat Wilayah', 'Konsolidasi', 'Laporan Keuangan Pemerintah Pusat', 'Laporan Keuangan Pemerintah Daerah Konsolidasian Nasional', 'Laporan Keuangan Pemerintah Daerah Konsolidasian Tingkat Wilayah', 'Laporan Statistik Keuangan Pemerintah Daerah Konsolidasian', 'Laporan Statistik Keuangan Pemerintah Pusat']","['LSKPU Nasional', 'Kanwil DJPb', 'Direktorat APK', 'Direktorat EPIKD', 'LKPP', 'LKPDK Nasional']","['KETENTUAN UMUM', 'UNIT PENYUSUN LAPORAN', 'SUMBER SERTA JENIS DATA DAN INFORMASI KEUANGAN', 'PELAKSANAAN SISTEM STATISTIK KEUANGAN PEMERINTAH UMUM', 'PERUBAHAN DAN PENYEBARLUASAN LSKPU-TW DAN LSKPU NASIONAL', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP', 'Penyusunan Laporan Statistik Keuangan Pemerintah Umum Tingkat Wilayah', 'Penyusunan Laporan Statistik Keuangan Pemerintah Umum Nasional', 'Kebijakan Konsolidasi Laporan Statistik Keuangan Pemerintah Umum']","['Sistem Statistik Keuangan Pemerintah Umum', 'Pemerintah Umum', 'Laporan Statistik Keuangan Pemerintah Umum Tingkat Wilayah', 'Laporan Statistik Keuangan Pemerintah Umum Nasional', 'Kantor Wilayah Direktorat Jenderal Perbendaharaan', 'Direktorat Akuntansi dan Pelaporan Keuangan', 'Sistem Informasi Keuangan Daerah', 'Verifikasi Data dan Informasi Keuangan', 'Direktorat Evaluasi Pengelolaan dan Informasi Keuangan Daerah', 'Rekonsiliasi', 'Bagan Akun Standar', 'Mapping', 'Laporan Keuangan Pemerintah Pusat Tingkat Wilayah', 'Konsolidasi', 'Laporan Keuangan Pemerintah Pusat', 'Laporan Keuangan Pemerintah Daerah Konsolidasian Nasional', 'Laporan Keuangan Pemerintah Daerah Konsolidasian Tingkat Wilayah', 'Laporan Statistik Keuangan Pemerintah Daerah Konsolidasian', 'Laporan Statistik Keuangan Pemerintah Pusat', 'UNIT PENYUSUN LAPORAN', 'SUMBER SERTA JENIS DATA DAN INFORMASI KEUANGAN', 'PELAKSANAAN SISTEM STATISTIK KEUANGAN PEMERINTAH UMUM', 'PERUBAHAN DAN PENYEBARLUASAN LSKPU-TW DAN LSKPU NASIONAL', 'Penyusunan Laporan Statistik Keuangan Pemerintah Umum Tingkat Wilayah', 'Penyusunan Laporan Statistik Keuangan Pemerintah Umum Nasional', 'Kebijakan Konsolidasi Laporan Statistik Keuangan Pemerintah Umum']"
174-pmk.05-2018,174/PMK.05/2018,Tarif Layanan Badan Layanan Umum Unit Penyelenggara Bandar Udara Fatmawati Sokerno Bengkulu pada Kementerian Perhubungan,2018,174,['Tarif layanan Badan Layanan Umum Unit Penyelenggara Bandar Udara Fatmawati Soekarno Bengkulu pada Kementerian Perhubungan'],[],[],['Tarif layanan Badan Layanan Umum Unit Penyelenggara Bandar Udara Fatmawati Soekarno Bengkulu pada Kementerian Perhubungan']
61-pmk.07-2014,61/PMK.07/2014,"Pedoman Umum dan Alokasi Tunjangan Profesi Guru Pegawai Negeri Sipil Daerah Kepada
 Daerah Provinsi, Kabupaten, dan Kota Tahun Anggaran 2014",2014,61,['Tunjangan Profesi Guru Pegawai Negeri Sipil Daerah Tahun Anggaran 2014'],['TP Guru PNSD'],[],['Tunjangan Profesi Guru Pegawai Negeri Sipil Daerah Tahun Anggaran 2014']
perpres-25-tahun-2012,PERPRES 25 TAHUN 2012,Gugus Tugas Pencegahan dan Penanganan Pornografi,2012,25,['Gugus Tugas Pencegahan dan Penanganan Pornografi'],"['Gugus 2012, No.Tugas']","['KETENTUAN UMUM', 'KEDUDUKAN DAN TUGAS', 'ORGANISASI', 'GUGUS TUGAS PROVINSI DAN GUGUS TUGAS KABUPATEN/KOTA', 'TATA KERJA', 'SEKRETARIAT', 'PEMANTAUAN, EVALUASI, DAN PELAPORAN', 'PEMBIAYAAN', 'KETENTUAN PENUTUP']","['Gugus Tugas Pencegahan dan Penanganan Pornografi', 'KEDUDUKAN DAN TUGAS', 'ORGANISASI', 'GUGUS TUGAS PROVINSI DAN GUGUS TUGAS KABUPATEN/KOTA', 'TATA KERJA', 'SEKRETARIAT', 'PEMANTAUAN, EVALUASI, DAN PELAPORAN', 'PEMBIAYAAN']"
pp-41-tahun-2013,PP 41 TAHUN 2013,Barang Kena Pajak yang Tergolong Mewah Berupa Kendaraan Bermotor yang Dikenai Pajak Penjualan atas Barang Mewah,2013,41,"['Barang Kena Pajak', 'Dasar Pengenaan Pajak', 'Harga Jual']",[],[],"['Barang Kena Pajak', 'Dasar Pengenaan Pajak', 'Harga Jual']"
perpres-39-tahun-2013,PERPRES 39 TAHUN 2013,Rencana Kerja Pemerintah Tahun 2014,2013,39,"['Rencana Kerja Pemerintah Tahun 2014', 'RKP Tahun 2014']",['RKP Tahun 2014'],[],"['Rencana Kerja Pemerintah Tahun 2014', 'RKP Tahun 2014']"
124-pmk.02-2016,124/PMK.02/2016,Petunjuk Teknis Akuntansi Penerimaan Negara Bukan Pajak Dari Kegiatan Usaha Hulu Minyak dan Gas Bumi,2016,124,"['Penerimaan Negara Bukan Pajak', 'PNBP dari Kegiatan Usaha Hulu Minyak dan Gas Bumi', 'PNBP dari Sumber Daya Alam Minyak dan Gas Bumi', 'PNBP dari Minyak dan Gas Bumi Lainnya', 'Domestic Market Obligation', 'Standar Akuntansi Pemerintahan', 'Kebijakan Akuntansi Pemerintah Pusat', 'Entitas Akuntansi', 'Laporan Keuangan', 'Bank Indonesia', 'Rekening Kas Umum Negara', 'Kontraktor Kontrak Kerjasama Minyak dan/atau Gas Bumi', 'Satuan Kerja PNBP Migas', 'Instansi Pelaksana Kegiatan Usaha Hulu Minyak dan Gas Bumi', 'Dana Bagi Hasil Sumber Daya Alam Minyak dan Gas Bumi']","['PNBP Migas', 'PNBP SDA Migas', 'PNBP Migas Lainnya', 'Rekening Minyak dan Gas Bumi', 'Rekening KUN', 'Kontraktor', 'Instansi Pelaksana', 'DBH SDA Migas']",[],"['Penerimaan Negara Bukan Pajak', 'PNBP dari Kegiatan Usaha Hulu Minyak dan Gas Bumi', 'PNBP dari Sumber Daya Alam Minyak dan Gas Bumi', 'PNBP dari Minyak dan Gas Bumi Lainnya', 'Domestic Market Obligation', 'Standar Akuntansi Pemerintahan', 'Kebijakan Akuntansi Pemerintah Pusat', 'Entitas Akuntansi', 'Laporan Keuangan', 'Bank Indonesia', 'Rekening Kas Umum Negara', 'Kontraktor Kontrak Kerjasama Minyak dan/atau Gas Bumi', 'Satuan Kerja PNBP Migas', 'Instansi Pelaksana Kegiatan Usaha Hulu Minyak dan Gas Bumi', 'Dana Bagi Hasil Sumber Daya Alam Minyak dan Gas Bumi']"
135-pmk.05-2013,135/PMK.05/2013,Tarif Layanan Badan Layanan Umum Politeknik Ilmu Pelayaran Makassar pada Kementerian Perhubungan,2013,135,['Tarif Layanan Badan Layanan Umum Politeknik Ilmu Pelayaran Makassar pada Kementerian Perhubungan'],[],[],['Tarif Layanan Badan Layanan Umum Politeknik Ilmu Pelayaran Makassar pada Kementerian Perhubungan']
144-pmk.07-2017,144/PMK.07/2017,Rincian Kurang Bayar Dana Bagi Hasil Menurut Daerah Provinsi/Kabupaten/Kota yang Dialokasikan dalam Anggaran Pendapatan dan Belanja Negara Perubahan Tahun Anggaran 2017,2017,144,"['Daerah Otonom', 'Dana Bagi Hasil', 'Kurang Bayar Dana Bagi Hasil']","['Daerah', 'Kurang Bayar DBH']",[],"['Daerah Otonom', 'Dana Bagi Hasil', 'Kurang Bayar Dana Bagi Hasil']"
108-pmk.02-2009,108/PMK.02/2009,Standar Biaya Khusus Tahun Anggaran 2010,2009,108,['Standar Biaya Khusus'],[],[],['Standar Biaya Khusus']
116-pmk.010-2017,116/PMK.010/2017,Barang Kebutuhan Pokok yang Tidak Dikenai Pajak Pertambahan Nilai,2017,116,"['Jenis barang yang tidak dikenai Pajak Pertambahan Nilai', 'Kriteria dan/atau rincian barang kebutuhan pokok']",[],[],"['Jenis barang yang tidak dikenai Pajak Pertambahan Nilai', 'Kriteria dan/atau rincian barang kebutuhan pokok']"
117-pmk.011-2011,117/PMK.011/2011,Bea Masuk Ditanggung Pemerintah atas Impor Barang dan Bahan Guna Perbaikan dan/atau Pemeliharaan Pesawat Terbang untuk Tahun Anggaran 2011,2011,117,"['Perusahaan', 'Barang dan Bahan Untuk Industri Perbaikan dan/atau Pemeliharaan Pesawat Terbang']",['Barang dan Bahan'],[],"['Perusahaan', 'Barang dan Bahan Untuk Industri Perbaikan dan/atau Pemeliharaan Pesawat Terbang']"
