id,nomor_peraturan,judul,tahun,no,definisi,singkatan,heading
116-pmk.010-2017,116/PMK.010/2017,Barang Kebutuhan Pokok yang Tidak Dikenai Pajak Pertambahan Nilai.,2017,116,"['Jenis barang yang tidak dikenai Pajak Pertambahan Nilai', 'Kriteria dan/atau rincian barang kebutuhan pokok sebagaimana dimaksud pada ayat (2) tercantum dalam Lampiran yang']",[],[]
117-pmk.011-2011,117/PMK.011/2011,Bea Masuk Ditanggung Pemerintah atas Impor Barang dan Bahan Guna Perbaikan dan/atau Pemeliharaan Pesawat Terbang untuk Tahun Anggaran 2011.,2011,117,"['Perusahaan', 'Barang dan Bahan Untuk Industri Perbaikan dan/atau Pemeliharaan Pesawat Terbang']",['Barang dan Bahan'],[]
112-pmk.05-2015,112/PMK.05/2015,Tarif Layanan Badan Layanan Umum Pusat Pembiayaan Pembangunan Hutan pada Kementerian Lingkungan Hidup dan Kehutanan.,2015,112,['Tarif Layanan Badan Layanan Umum Pusat Pembiayaan Pembangunan Hutan pada Kementerian Lingkungan Hidup dan Kehutanan'],[],[]
138-pmk.07-2009,138/PMK.07/2009,"Batas Maksimal Kumulatif Defisit Anggaran Pendapatan dan Belanja Daerah, Batas Maksimal Defisit Anggaran Pendapatan dan Belanja Daerah Masing-Masing Daerah, dan Batas Maksimal Kumulatif Pinjaman Daerah Tahun Anggaran 2010.",2009,138,"['Pemerintah Daerah', 'Daerah Otonom, selanjutnya disebut Daerah', 'Anggaran Pendapatan dan Belanja Daerah, selanjutnya disebut APBD', 'Defisit APBD', 'Produk Domestik Bruto, selanjutnya disebut PDB', 'Pendapatan Daerah', 'Belanja Daerah', 'Pinjaman Daerah', 'Batas Maksimal Kumulatif Defisit APBD', 'Batas Maksimal Defisit APBD', 'Batas Maksimal Kumulatif Pinjaman Daerah']",[],"['KETENTUAN UMUM', 'BATAS MAKSIMAL KUMULATIF DEFISIT ANGGARAN PENDAPATAN DAN BELANJA DAERAH', 'BATAS MAKSIMAL DEFISIT ANGGARAN PENDAPATAN DAN BELANJA DAERAH MASING-MASING DAERAH', 'BATAS MAKSIMAL KUMULATIF PINJAMAN DAERAH', 'PEMANTAUAN DEFISIT ANGGARAN PENDAPATAN DAN BELANJA DAERAH DAN PINJAMAN DAERAH', 'KETENTUAN PENUTUP']"
pp-4-tahun-2012,PP 4 TAHUN 2012,"Jenis dan Tarif atas Jenis Penerimaan Negara Bukan Pajak yang Berlaku pada Badan Meteorologi, Klimatologi, dan Geofisika.",2012,4,[],[],[]
209-pmk.02-2017,209/PMK.02/2017,Dana Operasional Badan Penyelenggara Jaminan Sosial Kesehatan Tahun 2018.,2017,209,[],[],[]
pp-14-tahun-2011,PP 14 TAHUN 2011,Penetapan Pensiun Pokok Pensiunan Pegawai Negeri Sipil dan Janda/Dudanya.,2011,14,[],[],[]
54-pmk.011-2011,54/PMK.011/2011,Pengenaan Bea Masuk Tindakan Pengamanan Terhadap Impor Produk Tali Kawat Baja (Steel Wire Ropes) dengan Pos Tarif 7312.10.90.00.,2011,54,[],[],[]
perpres-26-tahun-2012,PERPRES 26 TAHUN 2012,Cetak Biru Pengembangan Sistem Logistik Nasional.,2012,26,"['Cetak Biru Pengembangan Sistem Logistik Nasional sebagaimana dimaksud pada ayat (1)', 'Cetak Biru Pengembangan Sistem Logistik Nasional sebagaimana disebut pada ayat (1) tercantum dalam lampiran yang']",[],[]
213-pmk.011-2011,213/PMK.011/2011,Penetapan Sistem Klasifikasi Barang dan Pembebanan Tarif Bea Masuk atas Barang Impor.,2011,213,['Menetapkan sistem klasifikasi barang dan pembebanan tarif bea masuk atas barang impor yang meliputi: a. Ketentuan umum untuk menginterpretasi Harmonized System sebagaimana tercantum dalam Lampiran I yang'],[],[]
2-pmk.06-2017,2/PMK.06/2017,"Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 106/PMK.06/2009 tentang Tata Cara Pengusulan, Pengangkatan, dan Pemberhentian Dewan Direktur Lembaga Pembiayaan
Ekspor Indonesia.",2017,2,[],[],[]
216-pmk.01-2017,216/PMK.01/2017,Akuntan Beregister.,2017,216,"['Akuntan Beregister', 'Akuntan Berpraktik', 'Kantor Jasa Akuntan', 'Asosiasi Profesi Akuntan', 'Asosiasi Profesi Bidang Akuntansi', 'Pendidikan Profesional Berkelanjutan', 'Rekan', 'Menteri', 'Pusat Pembinaan Profesi Keuangan']",[],"['KETENTUAN UMUM', 'AKUNTAN BEREGISTER', 'UJIAN SERTIFIKASI PROFESI AKUNTANSI', 'AKUNTAN BERPRAKTIK', 'KJA', 'CABANG KJA', 'PEMBINAAN DAN PENGAWASAN', 'ASOSIASI PROFESI AKUNTAN', 'TATA CARA PENGENAAN SANKSI ADMINISTRATIF', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP', 'Tata Cara Permohonan Pendaftaran Akuntan Beregister', 'Akuntan Beregister bagi Warga Negara Asing', 'Sertifikasi dan Keanggotaan Akuntan Beregister', 'Izin Akuntan Berpraktik', 'Pengunduran Diri dan Tidak Berlakunya Izin Akuntan Berpraktik', 'Kewajiban Akuntan Berpraktik', 'Badan Usaha KJA', 'Izin Usaha KJA', 'Kewajiban KJA', 'Kerja Sama KJA', 'Umum', 'PPL']"
105-pmk.011-2012,105/PMK.011/2012,Bea Masuk Ditanggung Pemerintah atas Impor Barang dan Bahan Guna Pembuatan dan/atau Perbaikan Kapal untuk Tahun Anggaran 2012.,2012,105,"['Perusahaan', 'Barang dan Bahan Untuk Industri Pembuatan dan/atau Perbaikan Kapal']",['Barang dan Bahan'],[]
87-pmk.05-2018,87/PMK.05/2018,Perubahan atas Peraturan Menteri Keuangan Nomor 148/PMK.05/2016 tentang Tarif Layanan Badan Layanan Umum Badan Pengusahaan Kawasan Perdagangan Bebas dan Pelabuhan Bebas Batam.,2018,87,[],[],[]
perpres-107-tahun-2012,PERPRES 107 TAHUN 2012,Tunjangan Kinerja Pegawai di Lingkungan Badan Pengkajian dan Penerapan Teknologi.,2012,107,"['Pegawai Negeri', 'Pegawai di lingkungan Badan Pengkajian dan Penerapan Teknologi']",[],[]
208-pmk.07-2011,208/PMK.07/2011,Alokasi Dana Bagi Hasil Sumber Daya Alam Pertambangan Umum Tahun Anggaran 2012.,2011,208,[],[],[]
pp-25-tahun-2013,PP 25 TAHUN 2013,Penetapan Pensiun Pokok Pensiunan Pegawai Negeri Sipil dan Janda/Dudanya.,2013,25,"['Pensiunan Pegawai Negeri Sipil dan Janda/Dudanya yang dipensiunkan setelah berlakunya Peraturan Pemerintah Nomor 15 Tahun 2012 tentang Perubahan Kelima Belas Atas Peraturan Pemerintah Nomor 7 Tahun 1977 tentang Peraturan Gaji Pegawai Negeri Sipil, pensiun pokoknya ditetapkan sebagai berikut: a. pensiun Pegawai Negeri Sipil yang hasil perhitungan pensiun pokoknya sebagaimana tercantum dalam lajur 2, ditetapkan menjadi sebagaimana tercantum dalam lajur 3 Daftar I-A sampai dengan Daftar I-Q Lampiran I yang', 'Pensiun Pegawai Negeri Sipil, pensiun Janda/Duda Pegawai Negeri Sipil, pensiun Janda/Duda dari Pegawai Negeri Sipil yang tewas, dan pensiun yang diberikan kepada orang tua dari Pegawai Negeri Sipil yang tewas sebagaimana dimaksud pada ayat (1) yang seharusnya pensiun pokoknya ditetapkan berdasarkan Peraturan Pemerintah ini, tetapi telah ditetapkan berdasarkan Peraturan Pemerintah Nomor 15 Tahun 2012, pensiun pokoknya disesuaikan berdasarkan Daftar dalam Lampiran I sampai dengan Lampiran IV yang']",[],[]
146-pmk.011-2013,146/PMK.011/2013,Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 154/PMK.03/2010 tentang Pemungutan Pajak Penghasilan Pasal 22 Sehubungan dengan Pembayaran atas Penyerahan Barang dan Kegiatan di Bidang Impor atau Kegiatan Usaha di Bidang Lain.,2013,146,[],[],[]
pp-74-tahun-2013,PP 74 TAHUN 2013,Perubahan atas Peraturan Pemerintah Nomor 6 Tahun 2009 tentang Jenis dan Tarif atas Jenis Penerimaan Negara Bukan Pajak yang Berlaku pada Departemen Perhubungan.,2013,74,[],[],[]
pp-28-tahun-2014,PP 28 TAHUN 2014,Perubahan atas Peraturan Pemerintah Nomor 67 Tahun 2008 tentang Pendirian Perusahaan Penerbit Surat Berharga Syariah Negara Indonesia I.,2014,28,[],[],[]
perpres-29-tahun-2013,PERPRES 29 TAHUN 2013,"Pengesahan Memorandum Of Understanding Among The Governments Of The Participating Member States Of The Association Of Southeast Asian Nations (Asean) On The Second Pilot Project For The Implementation Of A Regional Self Certification System (Memorandum Saling Pengertian Antarpemerintah Negara Anggota Perhimpunan Bangsa-Bangsa Asia Tenggara 
 (Asean) Peserta pada Proyek Percontohan Kedua untuk Pelaksanaan Sistem Sertifikasi 
 Mandiri Kawasan).",2013,29,"['Mengesahkan Memorandum of Understanding among the Governments of the Participating Member States of the Association of Southeast Asian Nations (ASEAN) on the Second Pilot Project for the Implementation of a Regional Self Certification System (Memorandum Saling Pengertian Antarpemerintah Negara Anggota Perhimpunan Bangsa-Bangsa Asia Tenggara (ASEAN) Peserta Pada Proyek Percontohan Kedua Untuk Pelaksanaan Sistem Sertifikasi Mandiri Kawasan) yang telah ditandatangani pada tanggal 29 Agustus 2012 di Siem Reap, Kamboja, Bahasa Indonesia sebagaimana terlampir dan']",[],[]
perpres-42-tahun-2012,PERPRES 42 TAHUN 2012,Perpanjangan Batas Usia Pensiun Bagi Pegawai Negeri Sipil yang Menduduki Jabatan Fungsional Arsiparis.,2012,42,[],[],[]
32-pmk.02-2016,32/PMK.02/2016,"Tata Cara Penyediaan, Pencairan, dan Pertanggungjawaban Dana
Subsidi Bantuan Uang Muka Perumahan dan Subsidi Bunga Kredit Perumahan",2016,32,"['Subsidi Bantuan Uang Muka Perumahan', 'Subsidi Bunga Kredit Perumahan', 'Bagian Anggaran Bendahara Umum Negara', 'Daftar Isian Pelaksanaan Anggaran Bendahara Umum Negara']","['BA BUN', 'DIPA BUN']",[]
pp-33-tahun-2011,PP 33 TAHUN 2011,"Pemberian Gaji/Pensiun/Tunjangan Bulan Ketiga Belas dalam Tahun Anggaran 2011 Kepada Pegawai Negeri, Pejabat Negara, dan Penerima Pensiun/Tunjangan.",2011,33,"['Pegawai Negeri', 'Pejabat Negara', 'Penerima pensiun', 'Penerima tunjangan']",[],[]
237-pmk.05-2011,237/PMK.05/2011,Perubahan atas Peraturan Menteri Keuangan Nomor 228/PMK.05/2010 tentang Mekanisme Pelaksanaan dan Pertanggungjawaban atas Pajak Ditanggung Pemerintah.,2011,237,[],[],[]
153-pmk.07-2016,153/PMK.07/2016,"Perubahan atas Peraturan Menteri Keuangan Nomor 153/PMK.07/2015 tentang Batas Maksimal Kumulatif Defisit Anggaran Pendapatan dan Belanja Daerah, Batas Maksimal Defisit Anggaran Pendapatan dan Belanja Daerah, dan Batas Maksimal Kumulatif Pinjaman Daerah Tahun Anggaran 2016.",2016,153,[],[],[]
153-pmk.07-2011,153/PMK.07/2011,Pedoman Umum dan Alokasi Koreksi Positif Dana Alokasi Umum dan Koreksi Positif Dana Alokasi Khusus Tahun Anggaran 2010.,2011,153,"['Koreksi positif Dana Alokasi Umum Tahun Anggaran 2010', 'Koreksi positif Dana Alokasi Khusus Tahun Anggaran 2010']",[],[]
176-pmk.011-2011,176/PMK.011/2011,Pengenaan Bea Masuk Tindakan Pengamanan Terhadap Impor Produk Berupa Terpal Dari Serat Sintetik Selain Awning dan Kerai Matahari.,2011,176,[],[],[]
26-pmk.010-2019,26/PMK.010/2019,Perubahan atas Peraturan Menteri Keuangan Nomor 130/PMK.010/2017 tentang Pengenaan Bea Masuk Tindakan Pengamanan Terhadap Impor Produk Canai Lantaian Dari Besi atau Baja Bukan Paduan.,2019,26,[],[],[]
perpres-114-tahun-2018,PERPRES 114 TAHUN 2018,Pengesahan Protokol Perubahan Perjanjian Perdagangan Preferensial Antara Pemerintah Republik Indonesia dan Pemerintah Republik Islam Pakistan (Protocol To Amend The Preferential Trade Agreement Between The Government Of The Republic Of Indonesia And The Government Of The Islamic Republic Of Pakistan),2018,114,['Salinan naskah asli Protokol Perubahan Perjanjian Perdagangan Preferensial antara Pemerintah Republik Indonesia dan Pemerintah Republik Islam Pakistan ( Protocol to Amend the Preferential Trade Agreement between the Government of the Republic of Indonesia and the Government of the Islamic Republic of Pakistan ) dalam bahasa Indonesia dan bahasa Inggris sebagaimana terlampir dan'],[],[]
112-pmk.02-2019,112/PMK.02/2019,Perubahan atas Peraturan Menteri Keuangan Nomor 34/PMK.02/2015 tentang Manfaat Tambahan Lainnya dan Insentif Bagi Anggota Dewan Pengawas dan Anggota Direksi Badan Penyelenggara Jaminan Sosial.,2019,112,[],[],[]
151-pmk.02-2012,151/PMK.02/2012,Perubahan atas Peraturan Menteri Keuangan Nomor 83/PMK.02/2011 tentang Pemberian Biaya Ransum Berlayar Bagi Awak Kapal Patroli Direktorat Jenderal Bea dan Cukai Kementerian Keuangan.,2012,151,[],[],[]
166-pmk.07-2019,166/PMK.07/2019,Dana Alokasi Umum Tambahan Bantuan Pembayaran Selisih Perubahan Luran Jaminan Kesehatan Penduduk yang Didaftarkan oleh Pemerintah Daerah,2019,166,"['Anggaran Pendapatan dan Belanja Negara', 'Anggaran Pendapatan dan Belanja Daerah', 'Transfer ke Daerah dan Dana Desa', 'Pemerintah Daerah', 'Jaminan Kesehatan', 'Iuran Jaminan Kesehatan', 'Badan Penyelenggara Jaminan Sosial Kesehatan', 'Dana Alokasi Umum Tambahan Bantuan Selisih Perubahan Iuran Penduduk yang Didaftarkan oleh Pemerintah Daerah', 'Dana Hasil Pemotongan DAU Tambahan Bantuan Selisih Perubahan Iuran', 'Kuasa Pengguna Anggaran Bendahara Umum Negara', 'Pejabat Pembuat Komitmen', 'Pejabat Penandatangan Surat Perintah Membayar', 'Daftar Isian Pelaksanaan Anggaran Bendahara Umum Negara,', 'Surat Permintaan Pembayaran', 'Surat Perintah Membayar', 'Surat Perintah Pencairan Dana']","['Iuran', 'DAU Tambahan Bantuan Selisih Perubahan Iuran', 'DHP DAU Tambahan Bantuan Selisih Perubahan Iuran']","['KETENTUAN UMUM', 'PENGALOKASIAN DAU TAMBAHAN BANTUAN SELISIH PERUBAHAN IURAN', 'PENYALURAN DAU TAMBAHAN BANTUAN SELISIH PERUBAHAN IURAN', 'PEMOTONGAN ATAS PENYALURAN DAU TAMBAHAN BANTUAN SELISIH PERUBAHAN IURAN DAN PENYETORAN DHP DAU TAMBAHAN BANTUAN SELISIH PERUBAHAN IURAN', 'PENGGUNAAN CADANGAN PERUBAHAN JUMLAH KEPESERTAAN', 'PENATAUSAHAAN, AKUNTANSI, DAN PELAPORAN', 'KETENTUAN LAIN-LAIN', 'KETENTUAN PENUTUP']"
46-pmk.07-2020,46/PMK.07/2020,Pengelolaan Hibah Dari Pemerintah Pusat Kepada Pemerintah Daerah dalam Rangka Penanganan Pandemi Corona Virus Disease 2019( Covid-19) dan Dampak Akibat Pandemi Corona Virus Disease 2019 (Covid-19),2020,46,"['Pemerintah Pusat', 'Pemerintah Daerah', 'Anggaran Pendapatan dan Belanja Negara', 'Anggaran Pendapatan dan Belanja Daerah', 'Hibah dari Pemerintah kepada Pemerintah Daerah', 'Hibah Penanganan Pandemi COVID -19', 'Bagian Anggaran Bendahara Umum Negara', 'Pengguna Anggaran Bendahara Umum Negara', 'Pembantu Pengguna Anggaran Bendahara Umum Negara Pengelolaan Hibah Daerah', 'Kuasa Pengguna Anggaran Bendahara Umum Negara Pengelolaan Hibah Daerah', 'Kuasa Pengguna Anggaran Bendahara Umum Negara Penyaluran Hibah Daerah', 'Kementerian Teknis ( Executing Agency )', 'Surat Penetapan Pemberian Hibah', 'Daftar Isian Pelaksanaan Anggaran Bendahara Umum Negara', 'Perjanjian Hibah Daerah', 'Rencana Kerja dan Anggaran Bendahara Umum Negara', 'Rencana Dana Pengeluaran Bendahara Umum Negara', 'Rekening Kas Umum Negara', 'Rekening Kas Umum Daerah', 'Rencana Kegiatan dan Anggaran', 'Surat Pernyataan Tanggung Jawab Mutlak']","['Pemerintah', 'Hibah', 'BA BUN', 'PA BUN', 'PPA BUN Pengelolaan Hibah Daerah', 'KPA BUN Pengelolaan Hibah Daerah', 'KPA BUN Penyaluran Hibah Daerah', 'RKA BUN', 'RDP BUN adalah dokumen perencanaan anggaran BA BUN yang']","['KETENTUAN UMUM', 'BENTUK DAN SUMBER HIBAH', 'PPA BUN DAN KPA BUN', 'PENGANGGARAN DAN PENGALOKASIAN', 'SPPH DAN PHD', 'PENYALURAN', 'PEMANTAUAN DAN EVALUASI', 'KETENTUAN PENUTUP', 'Penganggaran Hibah Penanganan Pandemi COVID -19', 'Alokasi Hibah Penanganan Pandemi COVID -19 dan Penghitungan Alokasi per Daerah']"
perpres-46-tahun-2013,PERPRES 46 TAHUN 2013,Badan Tenaga Nuklir Nasional.,2013,46,"['Badan Tenaga Nuklir Nasional merupakan Badan Pelaksana sebagaimana dimaksud dalam Undang-Undang Nomor 10 Tahun 1997 tentang Ketenaganukliran, yang selanjutnya dalam Peraturan Presiden ini disebut dengan BATAN']",[],"['KEDUDUKAN, TUGAS, DAN FUNGSI', 'ORGANISASI', 'TATA KERJA', 'ESELON, PENGANGKATAN, DAN PEMBERHENTIAN', 'PENDANAAN', 'KETENTUAN LAIN-LAIN', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP', 'Susunan Organisasi', 'Kepala', 'Sekretariat Utama', 'Deputi Bidang Sains dan Aplikasi Teknologi Nuklir', 'Deputi Bidang Teknologi Energi Nuklir', 'Deputi Bidang Pendayagunaan Teknologi Nuklir', 'Unsur Pengawas', 'Unsur Pendukung', 'Unit Jaminan Mutu dan Unit Pengamanan Nuklir', 'Unit Pelaksana Teknis', 'Jabatan Fungsional']"
266-pmk.05-2014,266/PMK.05/2014,Sistem Akuntansi dan Pelaporan Keuangan Transaksi Khusus.,2014,266,"['Sistem Akuntansi dan Pelaporan Keuangan Transaksi Khusus', 'Penerimaan Negara Bukan Pajak', 'Kontraktor Kontrak Kerja Sama', 'Kontraktor Perjanjian Kerja Sama/Karya Pengusahaan Pertambangan Batubara', 'Barang Milik Negara', 'Barang Milik Negara yang tidak digunakan untuk menyelenggarakan tugas dan fungsi Kementerian Negara/Lembaga', 'Bantuan Likuiditas Bank Indonesia', 'Unit Akuntansi dan Pelaporan Keuangan Kuasa Pengguna Anggaran Bendahara Umum Negara Transaksi Khusus', 'Unit Akuntansi dan Pelaporan Keuangan Koordinator Kuasa Pengguna Anggaran Bendahara Umum Negara Transaksi Khusus', 'Unit Akuntansi dan Pelaporan Keuangan Pembantu Bendahara Umum Negara Transaksi Khusus', 'Unit Akuntansi dan Pelaporan Keuangan Koordinator Pembantu Bendahara Umum Negara Transaksi Khusus', 'Unit Akuntansi dan Pelaporan Keuangan Kuasa Pengelola Barang Bendahara Umum Negara', 'Direktorat Jenderal Perbendaharaan', 'Badan Kebijakan Fiskal', 'Direktorat Jenderal Anggaran', 'Direktorat Jenderal Kekayaan Negara', 'Direktorat Jenderal Perimbangan Keuangan', 'Pajak Rokok', 'Barang yang menjadi milik/kekayaan negara yang berasal dari Kontraktor Kontrak Kerja Sama', 'Barang yang menjadi milik/kekayaan negara yang berasal dari Kontraktor Perjanjian Kerjasama/Karya Pengusahaan Pertambangan Batubara', 'Dokumen Sumber', 'Buku Besar Kas', 'Buku Besar Akrual', 'Laporan Keuangan', 'Laporan Realisasi Anggaran', 'Laporan Operasional', 'Laporan Perubahan Ekuitas', 'Neraca', 'Catatan atas Laporan Keuangan', 'Kuasa Pengguna Anggaran', 'Kuasa Pengguna Barang', 'Rekonsiliasi', 'Reviu', 'Aset Bekas Milik Asing/China', 'PT Perusahaan Pengelola Aset (Persero)', 'Aset Eks Kelolaan PT PPA', 'Aset yang Diserahkelolakan kepada PT PPA', 'Aset Eks Pertamina', 'Selisih kurs']","['Kontraktor PKP2B', 'BMN Idle', 'BMN Yang Berasal Dari KKKS', 'BMN Yang Berasal Dari Kontraktor PKP2B', 'PT PPA']","['KETENTUAN UMUM', 'UNIT AKUNTANSI DAN PELAPORAN KEUANGAN', 'AKUNTANSI DAN PELAPORAN KEUANGAN', 'PERNYATAAN TANGGUNG JAWAB', 'MODUL SATK', 'PERNYATAAN TELAH DIREVIU', 'Laporan Keuangan, dilakukan reviu atas laporan keuangan tingkat UAKPA BUN TK, UAKKPA BUN TK, UAP BUN TK, dan UAKP BUN TK. (2) Reviu sebagaimana dimaksud pada ayat (1) dilaksanakan oleh Aparat Pengawasan Intern Pemerintah yang ditunjuk oleh Menteri Keuangan selaku BUN sesuai dengan Peraturan Menteri Keuangan mengenai pengawasan atas pelaksanaan anggaran bagian anggaran Bendahara Umum Negara. (3) Hasil reviu atas Laporan Keuangan tingkat UAKP BUN TK sebagaimana dimaksud pada ayat (1) dituangkan ke dalam Pernyataan Telah Direviu. (4) Pernyataan Telah Direviu sebagaimana dimaksud pada ayat (3) dilampirkan pada Laporan Keuangan tingkat UAKP BUN TK semesteran dan tahunan. (5) Reviu atas Laporan Keuangan dilaksanakan sesuai dengan ketentuan dalam Peraturan Menteri Keuangan yang mengatur mengenai reviu atas laporan keuangan.', 'KETENTUAN LAIN-LAIN', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP', 'Definisi', 'Ruang Lingkup', 'Unit Akuntansi dan Pelaporan Keuangan Transaksi Khusus', 'Tingkat UAKPA BUN TK', 'Tingkat UAKKPA BUN TK', 'Tingkat UAPBUN TK', 'Tingkat UAKP BUN TK', 'Pernyataan Tanggung Jawab', 'Penandatangan Pernyataan Tanggung Jawab']"
205-pmk.02-2013,205/PMK.02/2013,"Tata Cara Penyediaan, Pencairan, dan Pertanggungjawaban Dana Iuran Jaminan Kesehatan Penerima Penghasilan Dari Pemerintah.",2013,205,"['Iuran Jaminan Kesehatan Penerima Penghasilan dari Pemerintah', 'Badan Penyelenggara Jaminan Sosial Kesehatan', 'Pegawai Negeri Sipil', 'Prajurit Tentara Nasional Indonesia', 'Anggota Kepolisian Negara Republik Indonesia', 'Pejabat Negara', 'Penerima Pensiun', 'Veteran', 'Perintis Kemerdekaan', 'Pegawai Pemerintah Non Pegawai Negeri', 'Pembantu Pengguna Anggaran Bendahara Umum Negara', 'Kuasa Pengguna Anggaran Bendahara Umum Negara', 'Pejabat Pembuat Komitmen', 'Pejabat Penanda Tangan Surat Perintah Membayar', 'Batas atas pembayaran iuran']","['Iuran Jaminan Kesehatan', 'BPJS Kesehatan', 'Prajurit TNI', 'Anggota Polri', 'PPSPM']","['KETENTUAN UMUM', 'PENYEDIAAN DANA', 'PENCAIRAN DANA', 'PERTANGGUNGJAWABAN DANA', 'KETENTUAN LAIN-LAIN', 'KETENTUAN PENUTUP']"
179-pmk.06-2009,179/PMK.06/2009,Penilaian Barang Milik Negara.,2009,179,"['Barang Milik Negara', 'Pemanfaatan', 'Pemindahtanganan', 'Penilaian', 'Pengelola Barang', 'Pengguna Barang', 'Kuasa Pengguna Barang', 'Pemohon', 'Menteri', 'Direktorat Jenderal', 'Direktur Jenderal', 'Kantor Pusat', 'Kantor Wilayah', 'Kantor Pelayanan', 'Penilai', 'Penilai Internal di Lingkungan Direktorat Jenderal Kekayaan Negara, selanjutnya disebut Penilai Direktorat Jenderal,', 'Penilai Eksternal', 'Nilai Buku', 'Surat Berharga Syariah Negara, selanjutnya disebut SBSN,', 'Basis Data']",[],"['KETENTUAN UMUM', 'RUANG LINGKUP', 'TIM PENILAI DIREKTORAT JENDERAL', 'PELAKSANAAN PENILAIAN', 'BASIS DATA PENILAIAN', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP', 'Umum', 'Objek Penilaian', 'Tujuan Penilaian', 'Permohonan Penilaian', 'Pembentukan Tim Penilai Direktorat Jenderal', 'Pembagian Kewenangan Tim Penilai Direktorat Jenderal', 'Bantuan Penilaian', 'Penggunaan Penilai Eksternal', 'Proses Penilaian', 'Kaji Ulang Laporan Penilaian', 'Standar Penilaian', 'Identifikasi Permohonan/Penugasan Penilaian', 'Penentuan Tujuan Penilaian', 'Pengumpulan Data Awal', 'Survei Lapangan', 'Analisis Data', 'Penentuan Pendekatan Penilaian', 'Simpulan Nilai', 'Laporan Penilaian']"
pp-55-tahun-2016,PP 55 TAHUN 2016,Ketentuan Umum dan Tata Cara Pemungutan Pajak Daerah,2016,55,"['Pemerintah Pusat,', 'Pemerintah Daerah', 'Kepala Daerah', 'Pejabat', 'Daerah Otonom,', 'Wajib Pajak', 'Peraturan Daerah', 'Peraturan Kepala Daerah', 'Pajak Daerah', 'Pajak Bumi dan Bangunan Perdesaan dan Perkotaan,', 'Bea Perolehan Hak atas Tanah dan Bangunan,', 'Nilai Jual Objek Pajak,', 'Pemungutan', 'Surat Pemberitahuan Pajak Daerah,', 'Surat Pemberitahuan Objek Pajak,', 'Surat Setoran Pajak Daerah,', 'Surat Ketetapan Pajak Daerah,', 'Surat Pemberitahuan Pajak Terutang,', 'Surat Ketetapan Pajak Daerah Kurang Bayar,', 'Surat Ketetapan Pajak Daerah Kurang Bayar Tambahan,', 'Surat Ketetapan Pajak Daerah Nihil,', 'Surat Ketetapan Pajak Daerah Lebih Bayar,', 'Surat Tagihan Pajak Daerah,', 'Surat Teguran', 'Surat Paksa', 'Surat Keputusan Pembetulan', 'Surat Keputusan Keberatan', 'Putusan Banding', 'Penelitian', 'Penagihan', 'Pemeriksaan']","['Pemerintah,', 'Daerah,', 'Pajak,']","['KETENTUAN UMUM', 'JENIS-JENIS PAJAK DAN PENGATURAN PENETAPAN PAJAK DALAM PERATURAN DAERAH', 'PENDAFTARAN WAJIB PAJAK DAN MASA PAJAK', 'PENETAPAN, PEMBAYARAN, PELAPORAN, DAN KETETAPAN PAJAK', 'PENAGIHAN DAN PENGHAPUSAN PIUTANG PAJAK', 'KEBERATAN DAN BANDING', 'PEMBUKUAN DAN PEMERIKSAAN', 'PENELITIAN SURAT SETORAN PAJAK DAERAH BEA PEROLEHAN HAKATAS TANAH DAN BANGUNAN', 'PENILAIAN PAJAK BUMI DAN BANGUNAN PERDESAAN DAN PERKOTAAN', 'PAJAK YANG DIBAYARKAN ATAU DIPUNGUT OLEH PEMERINTAH', 'KETENTUAN PENUTUP', 'Jenis Pajak yang Dipungut berdasarkan Penetapan Kepala Daerah atau Dibayar Sendiri oleh Wajib Pajak', 'Pengaturan Penetapan Pajak dalam Peraturan Daerah', 'Pendaftaran Wajib Pajak', 'Masa Pajak', 'Penetapan Pajak', 'Pembayaran Pajak Terutang', 'Pelaporan Pajak', 'Ketetapan Pajak', 'Penagihan Pajak', 'Penghapusan Piutang Pajak']"
